,project_id,project_name,project_start_date,extended_affordability_status,prevailing_wage_status,planned_tax_benefit,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,project_completion_date
511,66569,975 LIBERTY AVENUE,2018-07-13T00:00:00.000,No,Non Prevailing Wage,421a,0,4,6,0,0,0,10,0,10,41,0,
512,67737,2953 BARNES AVENUE APARTMENTS,2018-07-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
513,65337,332 EAST 54TH STREET.GHPP.FY19,2018-07-12T00:00:00.000,No,Non Prevailing Wage,,0,4,15,0,0,0,19,0,19,19,0,
514,50815,BUCKINGHAM - 2044 RICHMOND TERR - RESILIENCY,2018-07-11T00:00:00.000,No,Prevailing Wage,420c,36,0,0,0,0,0,36,0,36,36,0,
515,67736,894 BUSHWICK AVENUE,2018-07-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,20,0,2018-07-18T00:00:00.000
516,67735,12 FORD STREET,2018-07-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,10,0,0,0,10,0,10,49,0,2018-07-10T00:00:00.000
517,67734,618 BUSHWICK AVENUE,2018-07-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,30,0,30,0,30,99,0,2018-07-20T00:00:00.000
518,67732,37 MONTROSE AVENUE,2018-07-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2018-11-28T00:00:00.000
519,67733,516 WEST 162 STREET,2018-07-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,
520,63811,EAST VILLAGE I HDFC.HUDMF.FY18,2018-07-02T00:00:00.000,No,Non Prevailing Wage,Article XI,125,16,6,2,1,2,152,0,152,152,12,
521,66723,JAMIES PLACE HDFC. HUDMF. FY18,2018-07-02T00:00:00.000,Yes,Non Prevailing Wage,Article XI,97,18,8,1,0,2,126,0,126,126,0,2018-07-02T00:00:00.000
522,66836,INWOOD HOUSING HDFC.HUDMF.FY18,2018-07-02T00:00:00.000,Yes,Non Prevailing Wage,Article XI,73,14,3,4,0,1,95,0,95,95,0,2018-07-02T00:00:00.000
523,66911,HUDSON PIERS HDFC.HUDMF.FY18,2018-07-02T00:00:00.000,Yes,Non Prevailing Wage,Article XI,65,8,5,5,0,0,83,0,83,83,0,2018-07-02T00:00:00.000
524,66985,RED HOOK GARDENS-ARTICLE XI,2018-07-02T00:00:00.000,Yes,Non Prevailing Wage,Article XI,38,8,10,0,6,0,62,0,62,62,0,2018-07-02T00:00:00.000
525,51867,THE ROBESON,2018-06-29T00:00:00.000,No,Non Prevailing Wage,Article XI,0,16,24,0,38,1,79,0,79,79,0,
526,52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00.000,No,Prevailing Wage,Article XI,30,28,6,0,0,1,65,0,65,65,0,
527,54377,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,420c,1,18,22,8,0,1,50,0,50,50,0,
528,59107,LA CABANA HOUSES,2018-06-29T00:00:00.000,No,Non Prevailing Wage,Article XI,140,16,9,1,0,1,167,0,167,167,0,
529,63761,168TH STREET GARAGE,2018-06-29T00:00:00.000,No,Non Prevailing Wage,Article XI,20,39,193,134,0,1,387,0,387,387,0,
530,63763,CONEY ISLAND PHASE 1 (L&M),2018-06-29T00:00:00.000,No,Non Prevailing Wage,420c,90,89,244,22,0,1,446,0,446,446,0,
531,65363,LAFAYETTE MORRISON APARTMENTS,2018-06-29T00:00:00.000,Yes,Non Prevailing Wage,Article XI,14,797,62,14,13,0,0,900,900,900,0,2018-06-29T00:00:00.000
532,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,8,41,32,0,0,1,82,0,82,82,0,
533,65374,TMN209G-2 - 640 RIVERSIDE,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,98,34,0,1,133,0,133,133,0,
534,65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",2018-06-29T00:00:00.000,No,Non Prevailing Wage,,356,0,0,0,0,1,0,357,357,357,0,
535,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00.000,No,Non Prevailing Wage,420c,7,92,26,0,0,5,130,0,130,130,0,
536,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,2018-06-29T00:00:00.000,No,Non Prevailing Wage,420c,3,79,39,0,0,3,124,0,124,124,0,
537,66721,ROBESON APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00.000,Yes,Non Prevailing Wage,Article XI,63,12,4,0,0,2,81,0,81,81,0,2018-06-29T00:00:00.000
538,66769,1414 CENTRAL AVENUE,2018-06-29T00:00:00.000,No,Non Prevailing Wage,420c,30,30,81,0,0,1,142,0,142,142,0,
539,66834,EAST VILLAGE II HDFC.HUDMF.FY18,2018-06-29T00:00:00.000,No,Non Prevailing Wage,Article XI,68,16,6,0,1,0,91,0,91,91,0,
540,67327,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-06-29T00:00:00.000
541,67336,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
542,67341,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
543,67354,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,1,0,0,0,0,0,1,0,1,1,0,
544,67356,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
545,67358,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2019-01-24T00:00:00.000
546,67359,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2019-01-24T00:00:00.000
547,67362,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-07-23T00:00:00.000
548,67365,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,4,0,0,0,0,4,4,4,0,2018-08-02T00:00:00.000
549,67373,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2018-10-15T00:00:00.000
550,67376,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2018-07-23T00:00:00.000
551,67379,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2018-07-23T00:00:00.000
552,67380,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-09-14T00:00:00.000
553,67382,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2018-09-20T00:00:00.000
554,67384,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,3,0,0,0,0,0,3,3,3,0,2018-08-11T00:00:00.000
555,67385,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2018-10-29T00:00:00.000
556,67389,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-09-28T00:00:00.000
557,67400,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2018-10-05T00:00:00.000
558,67413,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2018-10-02T00:00:00.000
559,67414,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2018-10-25T00:00:00.000
560,67421,CONFIDENTIAL,2018-06-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,0,2018-12-10T00:00:00.000
561,67427,MASARYK TOWERS,2018-06-29T00:00:00.000,No,Non Prevailing Wage,Article II,0,1107,0,0,0,2,0,1109,1109,1109,0,
562,68096,EL RIO II,2018-06-29T00:00:00.000,No,Non Prevailing Wage,420c,46,0,32,0,0,0,78,0,78,78,0,
563,58666,BRKG GND. AAPCI. 3 LIVONIA AVE. EDWIN'S PLACE,2018-06-28T00:00:00.000,No,Prevailing Wage,420c,88,25,12,0,0,1,126,0,126,126,0,
564,63122,VOA. 112 EAST CLARKE PLACE,2018-06-28T00:00:00.000,No,Prevailing Wage,420c,121,0,0,0,0,1,122,0,122,122,121,
565,63769,LINWOOD PARK APARTMENTS,2018-06-28T00:00:00.000,No,Non Prevailing Wage,420c,38,2,59,0,0,1,100,0,100,100,0,
566,65269,1296 SHERIDAN AVENUE.HPO.FY2018,2018-06-28T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,19,39,0,0,1,59,0,59,59,0,2018-06-28T00:00:00.000
567,65348,LIVONIA REGINA HDFC.HPO.FY18,2018-06-28T00:00:00.000,No,Non Prevailing Wage,Article XI,110,57,0,0,0,1,168,0,168,168,121,
568,65362,GROWER-GREEN,2018-06-28T00:00:00.000,Yes,Non Prevailing Wage,Article XI,205,77,35,21,1,9,348,0,348,348,0,2018-06-28T00:00:00.000
569,67302,176 KNICKERBOCKER AVENUE,2018-06-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0,
570,67369,CONFIDENTIAL,2018-06-28T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2018-08-30T00:00:00.000
571,67375,CONFIDENTIAL,2018-06-28T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2018-10-01T00:00:00.000
572,67377,CONFIDENTIAL,2018-06-28T00:00:00.000,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0,2019-03-22T00:00:00.000
573,67381,CONFIDENTIAL,2018-06-28T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-08-30T00:00:00.000
574,67386,CONFIDENTIAL,2018-06-28T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,2019-02-09T00:00:00.000
575,67412,CONFIDENTIAL,2018-06-28T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-12-08T00:00:00.000
576,61625,JERICHO RESIDENCE V HDFC.YR15.FY18,2018-06-27T00:00:00.000,No,Prevailing Wage,420c,49,3,0,0,0,0,52,0,52,52,0,
577,61799,SECOND FARMS,2018-06-27T00:00:00.000,No,Non Prevailing Wage,420c,75,86,157,0,0,1,319,0,319,319,0,
578,63771,700 MANIDA STREET,2018-06-27T00:00:00.000,No,Non Prevailing Wage,420c,46,29,32,0,0,1,108,0,108,108,48,
579,64885,ROCKAWAY VILLAGE PHASE 1 (RITA STARK SITE),2018-06-27T00:00:00.000,No,Non Prevailing Wage,Article XI,67,68,320,0,0,2,457,0,457,457,0,
580,65983,FAC.131-10 GUY R. BREWER BOULEVARD,2018-06-27T00:00:00.000,No,Prevailing Wage,420c,158,0,0,0,0,1,159,0,159,159,158,
581,67303,916 BERGEN APARTMENTS,2018-06-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0,2019-03-20T00:00:00.000
582,67425,COMUNILIFE,2018-06-27T00:00:00.000,No,Non Prevailing Wage,420c,0,0,239,0,0,3,242,0,242,242,0,
583,67426,RUPPERT HOUSE,2018-06-27T00:00:00.000,Yes,Non Prevailing Wage,Article II,487,163,0,0,0,2,0,652,652,652,0,2018-06-27T00:00:00.000
584,63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,2018-06-26T00:00:00.000,No,Prevailing Wage,420c,71,0,45,0,0,1,117,0,117,117,0,
585,65227,DIEGO BEEKMAN MHA.GHPP.FY18,2018-06-26T00:00:00.000,No,Non Prevailing Wage,,572,180,429,29,0,0,1210,0,1210,1210,0,
586,65772,820-836 GLENMORE AVE,2018-06-26T00:00:00.000,No,Non Prevailing Wage,421a,0,12,0,0,0,0,12,0,12,79,0,
587,65773,2437 PITKIN AVENUE,2018-06-26T00:00:00.000,No,Non Prevailing Wage,421a,0,6,0,0,0,0,6,0,6,32,0,
588,61837,9 FORT WASHINGTON AVENUE CLUSTER,2018-06-25T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,0,94,0,0,0,94,94,94,0,
589,63880,PRC TIFFANY STREET,2018-06-25T00:00:00.000,No,Non Prevailing Wage,Article XI,46,40,74,0,0,1,161,0,161,161,0,
590,64252,LINDEN TERRACE BUILDING 1,2018-06-25T00:00:00.000,No,Non Prevailing Wage,Article XI,48,48,138,0,0,1,235,0,235,235,0,
591,66556,BEREAN HDFC.HUDMF.FY18,2018-06-25T00:00:00.000,Yes,Non Prevailing Wage,Article XI,67,8,1,0,0,1,77,0,77,77,77,2018-06-25T00:00:00.000
592,66810,NEW LIFE HOMES HDFC.YR15.FY18,2018-06-25T00:00:00.000,Yes,Non Prevailing Wage,420c,42,8,4,0,0,1,55,0,55,55,0,2018-06-25T00:00:00.000
593,67304,89-15 138TH STREET APARTMENTS,2018-06-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0,2019-04-16T00:00:00.000
594,67364,CONFIDENTIAL,2018-06-25T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-09-13T00:00:00.000
595,58623,BRONXVIEW AT SERVIAM,2018-06-22T00:00:00.000,No,Non Prevailing Wage,Article XI,12,12,67,22,0,1,114,0,114,114,0,
596,61612,EBENEZER PLAZA PHASE 1A,2018-06-22T00:00:00.000,No,Non Prevailing Wage,420c,40,40,116,0,0,1,197,0,197,197,0,
597,63172,1618 FULTON STREET,2018-06-22T00:00:00.000,No,Non Prevailing Wage,Article XI,8,21,23,50,0,1,103,0,103,103,0,
598,63751,MOSHOLU GRAND,2018-06-22T00:00:00.000,No,Non Prevailing Wage,Article XI,16,15,97,23,0,1,152,0,152,152,0,
599,67231,WEST END. 483 WEST END AVE. WEST END INTERGENERATIONAL,2018-06-22T00:00:00.000,Yes,Non Prevailing Wage,,24,0,16,0,0,0,40,0,40,40,0,2018-06-22T00:00:00.000
600,67278,CONFIDENTIAL,2018-06-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-06-22T00:00:00.000
601,67279,CONFIDENTIAL,2018-06-22T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-06-22T00:00:00.000
602,67305,88 HART STREET,2018-06-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,10,0,2019-06-21T00:00:00.000
603,62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,2018-06-21T00:00:00.000,No,Non Prevailing Wage,J-51 Enriched,65,150,0,0,0,1,0,216,216,216,0,
604,64436,1755 WATSON AVENUE,2018-06-21T00:00:00.000,No,Non Prevailing Wage,420c,66,81,177,0,0,2,326,0,326,326,0,
605,67306,94 SOUTH 4TH STREET,2018-06-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,7,0,2018-06-21T00:00:00.000
606,67348,CONFIDENTIAL,2018-06-21T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,1,0,1,1,0,2019-01-24T00:00:00.000
607,67415,CONFIDENTIAL,2018-06-21T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2018-10-01T00:00:00.000
608,48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2018-06-20T00:00:00.000,No,Non Prevailing Wage,,2,1620,12,0,0,0,0,1634,1634,1634,0,
609,64793,148-31 90TH AVE.,2018-06-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,18,0,0,0,18,0,18,90,0,
610,64796,127 WEST 43 ST | WOODSTOCK,2018-06-20T00:00:00.000,No,Non Prevailing Wage,,0,281,10,0,0,0,291,0,291,291,291,
611,66564,1314 SENECA HDFC.HPO.FY18,2018-06-20T00:00:00.000,Yes,Non Prevailing Wage,Article XI,2,3,42,12,0,1,60,0,60,60,11,2018-06-20T00:00:00.000
612,67370,CONFIDENTIAL,2018-06-20T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0,2019-01-24T00:00:00.000
613,58555,MOTHER GASTON-HINSDALE,2018-06-19T00:00:00.000,No,Non Prevailing Wage,,0,0,0,50,0,0,33,17,50,50,0,
614,60248,15 STRATFORD LLC.GHPP.FY18,2018-06-19T00:00:00.000,No,Non Prevailing Wage,J-51 Enriched,6,10,4,0,0,0,20,0,20,20,0,
615,64186,343 RALPH AVENUE,2018-06-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,20,0,0,0,20,0,20,20,0,
616,67271,CONFIDENTIAL,2018-06-18T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-06-18T00:00:00.000
617,67307,577 WEST 161ST STREET APARTMENTS,2018-06-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,2019-05-17T00:00:00.000
618,60041,DORA MCKENZIE HDFC.PLP.FY18,2018-06-13T00:00:00.000,No,Non Prevailing Wage,Article XI,3,0,0,5,0,0,8,0,8,8,0,
619,63036,MHANY. 1921 CORTELYOU ROAD,2018-06-13T00:00:00.000,No,Non Prevailing Wage,420c,53,8,14,0,0,1,76,0,76,76,15,
620,65578,GEEL E 162ND ST.HDFC.YR15.FY18,2018-06-13T00:00:00.000,Yes,Non Prevailing Wage,420c,69,1,0,0,0,1,71,0,71,71,0,2018-06-13T00:00:00.000
621,67397,CONFIDENTIAL,2018-06-13T00:00:00.000,No,Non Prevailing Wage,,3,0,0,0,0,0,0,3,3,3,0,2019-01-29T00:00:00.000
622,67419,CONFIDENTIAL,2018-06-13T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
623,63899,948 MYRTLE AVE,2018-06-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,24,0,0,0,24,0,24,100,0,
624,67308,168-05 DEPOT ROAD,2018-06-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,2019-02-12T00:00:00.000
625,62209,ADEE TOWER APARTMENTS INC.HRP.FY18,2018-06-11T00:00:00.000,No,Non Prevailing Wage,J-51 Enriched,247,45,0,0,0,0,0,292,292,292,0,
626,67309,"MAYA, THE",2018-06-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,21,0,0,21,0,21,68,0,2019-04-24T00:00:00.000
627,65210,VOA. 305 W. 97TH ST. ROSE HOUSE,2018-06-08T00:00:00.000,No,Non Prevailing Wage,420c,97,0,0,0,0,0,97,0,97,97,0,
628,67275,CONFIDENTIAL,2018-06-08T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-06-08T00:00:00.000
629,67310,1779 WEEKS AVENUE APARTMENTS,2018-06-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2018-11-21T00:00:00.000
630,66558,1097 GLENMORE AVE.GHPP.FY18,2018-06-07T00:00:00.000,No,Non Prevailing Wage,J-51 Enriched,0,4,0,1,0,0,5,0,5,5,0,
631,67311,1164 & 1168 GREENE AVENUE,2018-06-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,20,0,
632,67272,CONFIDENTIAL,2018-06-06T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-06-06T00:00:00.000
633,67312,1068 FULTON STREET APARTMENTS,2018-06-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,41,0,2019-04-05T00:00:00.000
634,67401,CONFIDENTIAL,2018-06-06T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2019-01-24T00:00:00.000
635,65205,ACMH.2053 RYER AVE,2018-06-04T00:00:00.000,No,Non Prevailing Wage,420c,52,33,0,0,0,1,86,0,86,86,0,
636,67273,CONFIDENTIAL,2018-06-04T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-06-04T00:00:00.000
637,67368,CONFIDENTIAL,2018-06-04T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0,
638,67313,1072 UNIVERSITY AVENUE,2018-05-31T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2019-02-21T00:00:00.000
639,44340,BLAKE/HENDRIX,2018-05-30T00:00:00.000,No,Non Prevailing Wage,UDAAP,0,0,0,30,0,0,17,13,30,30,0,
640,67314,2118 MAPES AVENUE APARTMENTS,2018-05-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,43,0,2018-07-20T00:00:00.000
641,67315,2183 3RD AVENUE,2018-05-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,12,0,0,0,12,0,12,58,0,
642,67316,233 BUFFALO AVENUE,2018-05-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,2019-01-16T00:00:00.000
643,67403,STARRETT CITY,2018-05-25T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,3569,2312,0,0,0,5881,0,5881,5881,0,2018-05-25T00:00:00.000
644,67424,CELEBRATION TOWNHOUSES,2018-05-25T00:00:00.000,Yes,Non Prevailing Wage,,0,0,74,0,0,0,0,74,74,74,0,2018-05-25T00:00:00.000
645,63282,12 ECKFORD,2018-05-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,21,0,0,0,21,0,21,101,0,
646,67317,11-39 49TH AVENUE,2018-05-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,59,0,59,0,59,194,0,2019-05-03T00:00:00.000
647,65543,ARKER.40 DEBEVOISE STREET,2018-05-23T00:00:00.000,No,Prevailing Wage,420c,64,0,0,0,0,1,65,0,65,65,64,
648,67318,"FREDRICK OLMSTEAD, THE",2018-05-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,40,0,0,0,40,0,40,193,0,2019-07-22T00:00:00.000
649,67319,806 ST JOHNS PLACE,2018-05-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,26,0,2018-09-28T00:00:00.000
650,67229,CONFIDENTIAL,2018-05-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-05-21T00:00:00.000
651,67320,951 MADISON STREET APARTMENTS,2018-05-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,37,0,
652,67321,1544 NOSTRAND AVENUE,2018-05-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2019-04-24T00:00:00.000
653,63800,THE BRIDGE. 3500 PARK AVE,2018-05-17T00:00:00.000,No,Non Prevailing Wage,420c,69,8,37,0,0,1,115,0,115,115,31,
654,67322,LINCOLN PARK APARTMENTS,2018-05-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,27,0,27,0,27,90,0,2018-08-09T00:00:00.000
655,67189,CONFIDENTIAL,2018-05-16T00:00:00.000,No,Non Prevailing Wage,,0,0,0,4,0,0,0,4,4,4,1,2018-10-01T00:00:00.000
656,67323,THREE TWO ONE,2018-05-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,39,0,39,0,39,130,0,2019-05-03T00:00:00.000
657,66947,1050 MANHATTAN AVENUE,2018-05-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,18,0,0,0,18,0,18,90,0,
658,67228,CONFIDENTIAL,2018-05-15T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-05-15T00:00:00.000
659,67324,56 BOX STREET,2018-05-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,2018-06-29T00:00:00.000
660,67423,FOUNTAIN SEAVIEW BUILDING B6,2018-05-15T00:00:00.000,No,Non Prevailing Wage,420c,43,43,334,0,0,2,422,0,422,422,0,
661,67325,GLORIA LINDEN,2018-05-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0,
662,67291,3190 RIVERDALE AVENUE APARTMENTS,2018-05-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,4,0,0,4,0,4,13,0,2019-01-09T00:00:00.000
663,62163,AMELIA VALENTI.HRP.FY18,2018-05-10T00:00:00.000,No,Non Prevailing Wage,J-51,0,0,6,0,0,0,6,0,6,6,0,
664,62208,1906-08AMETHYSTCONSTRUCTIONCORP.HRP.FY18,2018-05-10T00:00:00.000,No,Non Prevailing Wage,J-51,0,0,11,0,0,0,11,0,11,11,0,
665,67226,CONFIDENTIAL,2018-05-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-05-09T00:00:00.000
666,67227,CONFIDENTIAL,2018-05-08T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-05-08T00:00:00.000
667,67292,880 METRO REALTY,2018-05-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,6,0,0,0,6,0,6,28,0,2018-05-08T00:00:00.000
668,67293,89 BARTLETT STREET,2018-05-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,16,0,0,0,16,0,16,64,0,2019-04-24T00:00:00.000
669,67294,730 PROSPECT PLACE,2018-05-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-01-10T00:00:00.000
670,67225,CONFIDENTIAL,2018-05-04T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-05-04T00:00:00.000
671,65453,HABITAT SINGLE FAMILY HOMES 3,2018-05-03T00:00:00.000,Yes,Non Prevailing Wage,UDAAP,0,0,3,0,0,0,0,3,3,3,0,2018-05-03T00:00:00.000
672,65775,211 WEST 29TH STREET,2018-05-02T00:00:00.000,No,Non Prevailing Wage,421a,0,0,9,0,8,0,17,0,17,55,0,
673,67224,CONFIDENTIAL,2018-05-02T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-05-02T00:00:00.000
674,67295,1701 PARKVIEW AVENUE,2018-05-02T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,35,0,2018-12-19T00:00:00.000
675,65649,625 & 658 DRIGGS AVE,2018-05-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,7,0,0,0,7,0,7,39,0,
676,67296,5959 BROADWAY,2018-04-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,15,0,0,0,15,0,15,72,0,
677,61575,HARRY T. NANCE APARTMENTS,2018-04-27T00:00:00.000,No,Non Prevailing Wage,420c,17,15,34,0,0,1,67,0,67,67,0,
